link_id,name,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,ref_volume,link_special_flag,geometry
802,,496,495,Highway,1,1,2.37274,1,60,9000,11876.34491,,"LINESTRING (-87.735147 41.954907, -87.702996 41.929696)"
803,,496,553,Highway,1,1,1.46907,1,60,6000,5301.547607,,"LINESTRING (-87.735116 41.954906, -87.713682 41.969311)"
804,,496,556,Highway,1,1,0.9836,1,60,6000,4555.645365,,"LINESTRING (-87.735141 41.954952, -87.751813 41.947749)"
805,,497,493,Highway,1,1,1.40829,1,60,6500,9484.51494,,"LINESTRING (-87.648177 41.856791, -87.650559 41.877499)"
806,,497,498,Highway,1,1,0.5787,1,60,6500,7666.562701,,"LINESTRING (-87.648227 41.856777, -87.644655 41.848673)"
807,,498,497,Highway,1,1,0.5787,1,60,6500,9484.51494,,"LINESTRING (-87.644607 41.848695, -87.648179 41.856799)"
808,,498,499,Highway,1,1,1.25755,1,60,5000,4575.856609,,"LINESTRING (-87.644639 41.848709, -87.667264 41.841506)"
809,,498,533,Highway,1,1,1.2276,1,60,6500,6310.122511,,"LINESTRING (-87.644653 41.848670, -87.633935 41.832464)"
810,,499,498,Highway,1,1,1.25755,1,60,5000,5249.534123,,"LINESTRING (-87.667248 41.841456, -87.644623 41.848659)"
811,,499,500,Highway,1,1,2.60592,1,60,5000,5574.817762,,"LINESTRING (-87.667263 41.841506, -87.714895 41.828001)"
812,,499,567,Highway,1,1,1.525,1,60,12500,9999.310519,,"LINESTRING (-87.667232 41.841472, -87.658896 41.863081)"
813,,499,569,Highway,1,1,1.04948,1,60,12500,6804.558593,,"LINESTRING (-87.667268 41.841458, -87.650597 41.832455)"
814,,500,499,Highway,1,1,2.60592,1,60,5000,7392.934023,,"LINESTRING (-87.714881 41.827951, -87.667249 41.841456)"
815,,500,501,Highway,1,1,3.30809,1,60,5000,5273.589185,,"LINESTRING (-87.714896 41.828001, -87.774436 41.809093)"
816,,500,566,Highway,1,1,1.54319,1,60,4500,5916.654472,,"LINESTRING (-87.714864 41.827965, -87.705337 41.849574)"
817,,500,570,Highway,1,1,0.671,1,60,4500,4905.000238,,"LINESTRING (-87.714888 41.827950, -87.701789 41.827950)"
818,,501,500,Highway,1,1,3.30809,1,60,5000,6899.171879,,"LINESTRING (-87.774420 41.809043, -87.714880 41.827951)"
819,,501,502,Highway,1,1,3.19188,1,60,5000,3927.74,,"LINESTRING (-87.774437 41.809093, -87.830404 41.788385)"
820,,501,571,Highway,1,1,1.12478,1,60,5500,2672.393405,,"LINESTRING (-87.774442 41.809046, -87.757771 41.798242)"
821,,501,636,Highway,1,1,1.06706,1,60,5500,6226.830109,,"LINESTRING (-87.774408 41.809052, -87.763691 41.822558)"
822,,502,501,Highway,1,1,3.19188,1,60,5000,5484.873394,,"LINESTRING (-87.830386 41.788335, -87.774419 41.809043)"
823,,502,503,Highway,1,1,3.32995,1,60,6500,4024.2,,"LINESTRING (-87.830405 41.788384, -87.887564 41.764974)"
824,,502,632,Highway,1,1,1.64248,1,60,1500,2605.765907,,"LINESTRING (-87.830372 41.788348, -87.818464 41.810857)"
825,,502,634,Highway,1,1,1.586,1,60,1500,1766.285147,,"LINESTRING (-87.830418 41.788347, -87.818510 41.766738)"
826,,503,477,Highway,1,1,0.793,1,60,6500,3197.280557,,"LINESTRING (-87.887554 41.764976, -87.903034 41.764976)"
827,,503,502,Highway,1,1,3.32995,1,60,6500,5984.651452,,"LINESTRING (-87.887544 41.764926, -87.830385 41.788336)"
828,,503,504,Highway,1,1,0.366,1,60,7000,2261.139443,,"LINESTRING (-87.887580 41.764950, -87.887580 41.759548)"
829,,503,633,Highway,1,1,3.05061,1,60,7000,4821.574093,,"LINESTRING (-87.887529 41.764943, -87.875621 41.809061)"
830,,504,477,Highway,1,1,0.87339,1,60,6500,6513.212999,,"LINESTRING (-87.887545 41.759573, -87.903025 41.764975)"
831,,504,503,Highway,1,1,0.366,1,60,7000,6042.93,,"LINESTRING (-87.887528 41.759548, -87.887528 41.764950)"
832,,504,505,Highway,1,1,3.22839,1,60,6500,5375.379993,,"LINESTRING (-87.887562 41.759523, -87.829213 41.741516)"
833,,504,635,Highway,1,1,0.71138,1,60,7000,5409.229443,,"LINESTRING (-87.887543 41.759524, -87.875635 41.764926)"
834,,505,504,Highway,1,1,3.22839,1,60,6500,7590.136473,,"LINESTRING (-87.829197 41.741566, -87.887546 41.759573)"
835,,505,506,Highway,1,1,2.2338,1,60,6500,5715.999993,,"LINESTRING (-87.829224 41.741523, -87.804217 41.714512)"
836,,505,634,Highway,1,1,1.79406,1,60,6000,5125.241636,,"LINESTRING (-87.829181 41.741531, -87.818463 41.766741)"
837,,505,639,Highway,1,1,1.39235,1,60,6000,2051.86,,"LINESTRING (-87.829226 41.741526, -87.816127 41.723518)"
838,,506,505,Highway,1,1,2.2338,1,60,6500,8156.436956,,"LINESTRING (-87.804179 41.714548, -87.829186 41.741559)"
839,,506,507,Highway,1,1,3.58034,1,60,5000,4485.029993,,"LINESTRING (-87.804214 41.714509, -87.755391 41.676693)"
840,,506,639,Highway,1,1,0.86267,1,60,5000,1876.218087,,"LINESTRING (-87.804182 41.714551, -87.816090 41.723554)"
841,,506,644,Highway,1,1,2.41317,1,60,5000,4131.980353,,"LINESTRING (-87.804192 41.714504, -87.758941 41.724408)"
842,,507,506,Highway,1,1,3.58034,1,60,5000,5723.336956,,"LINESTRING (-87.755359 41.676735, -87.804182 41.714551)"
843,,507,508,Highway,1,1,7.0739,1,60,5000,3446.299993,,"LINESTRING (-87.755395 41.676697, -87.681565 41.588461)"
844,,507,578,Highway,1,1,5.15657,1,60,1500,0,,"LINESTRING (-87.755365 41.676690, -87.666055 41.711805)"
845,,507,646,Highway,1,1,0.2728,1,60,1500,2128.314947,,"LINESTRING (-87.755353 41.676728, -87.757735 41.680330)"
846,,508,450,Highway,1,1,3.51955,1,60,5000,2106.72,,"LINESTRING (-87.681554 41.588503, -87.743476 41.565994)"
847,,508,507,Highway,1,1,7.0739,1,60,5000,4402.976956,,"LINESTRING (-87.681525 41.588495, -87.755355 41.676731)"
848,,508,509,Highway,1,1,1.89198,1,60,5000,5033.809993,,"LINESTRING (-87.681552 41.588453, -87.647019 41.578549)"
849,,509,508,Highway,1,1,1.89198,1,60,5000,5565.186956,,"LINESTRING (-87.647005 41.578599, -87.681538 41.588503)"
850,,509,510,Highway,1,1,2.98962,1,60,5000,6275.845375,,"LINESTRING (-87.647012 41.578548, -87.588663 41.579449)"
851,,509,659,Highway,1,1,1.09969,1,60,5000,4022.725195,,"LINESTRING (-87.646992 41.578557, -87.635084 41.592063)"
852,,509,667,Highway,1,1,2.16185,1,60,5000,1138.31,,"LINESTRING (-87.647036 41.578565, -87.635128 41.547953)"
853,,510,509,Highway,1,1,2.98962,1,60,5000,6281.032151,,"LINESTRING (-87.588663 41.579501, -87.647012 41.578600)"
854,,510,511,Highway,1,1,0.244,1,60,5000,5778.022595,,"LINESTRING (-87.588663 41.579449, -87.583900 41.579449)"
855,,510,658,Highway,1,1,1.04948,1,60,4000,3699.228686,,"LINESTRING (-87.588644 41.579457, -87.576736 41.592062)"
856,,510,666,Highway,1,1,2.22043,1,60,4000,669.95,,"LINESTRING (-87.588687 41.579466, -87.576779 41.547953)"
857,,511,510,Highway,1,1,0.244,1,60,5000,6056.537484,,"LINESTRING (-87.583900 41.579501, -87.588663 41.579501)"
858,,511,512,Highway,1,1,2.074,1,60,5000,6178.521708,,"LINESTRING (-87.583900 41.579449, -87.543413 41.579449)"
859,,511,521,Highway,1,1,2.86765,1,60,5000,2588.03,,"LINESTRING (-87.583926 41.579474, -87.582735 41.537156)"
860,,511,522,Highway,1,1,4.27174,1,60,5000,2446.401329,,"LINESTRING (-87.583874 41.579474, -87.581492 41.642499)"
861,,512,511,Highway,1,1,2.074,1,60,5000,6293.112907,,"LINESTRING (-87.543413 41.579501, -87.583900 41.579501)"
862,,512,513,Highway,1,1,3.42959,1,60,5000,5501.542718,,"LINESTRING (-87.543415 41.579449, -87.476730 41.574947)"
863,,512,661,Highway,1,1,1.09969,1,60,2000,2119.678989,,"LINESTRING (-87.543393 41.579458, -87.531485 41.592963)"
864,,512,670,Highway,1,1,3.42144,1,60,2000,130.84,,"LINESTRING (-87.543438 41.579468, -87.530339 41.529947)"
865,,513,512,Highway,1,1,3.42959,1,60,5000,6041.677484,,"LINESTRING (-87.476726 41.574999, -87.543411 41.579501)"
866,,513,514,Highway,1,1,4.8861,1,60,5000,4330.679993,,"LINESTRING (-87.476729 41.574947, -87.381465 41.571345)"
867,,513,902,Highway,1,1,3.14017,1,60,3500,3572.962725,,"LINESTRING (-87.476702 41.574968, -87.468366 41.620886)"
868,,513,905,Highway,1,1,5.8981,1,60,3500,1223.56,,"LINESTRING (-87.476753 41.574967, -87.455318 41.489432)"
869,,514,513,Highway,1,1,4.8861,1,60,5000,4890.13,,"LINESTRING (-87.381463 41.571397, -87.476727 41.574999)"
870,,514,515,Highway,1,1,4.02785,1,60,5000,3250.179993,,"LINESTRING (-87.381463 41.571345, -87.302870 41.573146)"
871,,514,903,Highway,1,1,2.56273,1,60,3000,2130.47,,"LINESTRING (-87.381446 41.571352, -87.350485 41.601064)"
872,,514,905,Highway,1,1,6.71693,1,60,3000,661.98,,"LINESTRING (-87.381483 41.571388, -87.455312 41.489455)"
873,,515,514,Highway,1,1,4.02785,1,60,5000,3612.69,,"LINESTRING (-87.302872 41.573198, -87.381465 41.571397)"
874,,515,516,Highway,1,1,5.28768,1,60,5000,273.02,,"LINESTRING (-87.302896 41.573179, -87.323140 41.496648)"
875,,515,534,Highway,1,1,1.49543,1,60,3500,2849.739993,,"LINESTRING (-87.302846 41.573179, -87.308800 41.594788)"
876,,515,544,Highway,1,1,0.305,1,60,3500,699.94,,"LINESTRING (-87.302897 41.573172, -87.302897 41.568670)"
877,,515,932,Highway,1,1,10.4426,1,60,5000,25,,"LINESTRING (-87.302882 41.573148, -87.130216 41.491215)"
878,,516,515,Highway,1,1,5.28768,1,60,5000,326,,"LINESTRING (-87.323090 41.496634, -87.302846 41.573165)"
879,,516,517,Highway,1,1,6.58828,1,60,3500,392.97,,"LINESTRING (-87.323141 41.496641, -87.324331 41.399401)"
880,,516,903,Highway,1,1,7.21375,1,60,6000,2852.18,,"LINESTRING (-87.323090 41.496648, -87.350478 41.601090)"
881,,516,906,Highway,1,1,1.11981,1,60,6000,1885.85,,"LINESTRING (-87.323125 41.496617, -87.304072 41.488514)"
882,,517,516,Highway,1,1,6.58828,1,60,3500,989.89,,"LINESTRING (-87.324279 41.399401, -87.323089 41.496641)"
883,,517,518,Highway,1,1,7.19102,1,60,3500,163.76,,"LINESTRING (-87.324330 41.399395, -87.299324 41.294953)"
884,,517,908,Highway,1,1,1.64248,1,60,2500,486.05,,"LINESTRING (-87.324297 41.399426, -87.354067 41.408430)"
885,,517,909,Highway,1,1,4.31335,1,60,2500,135.93,,"LINESTRING (-87.324302 41.399375, -87.240946 41.408379)"
886,,518,517,Highway,1,1,7.19102,1,60,3500,357.84,,"LINESTRING (-87.299274 41.294965, -87.324280 41.399407)"
887,,518,911,Highway,1,1,3.62732,1,60,3500,179.05,,"LINESTRING (-87.299306 41.294984, -87.365990 41.276976)"
888,,518,912,Highway,1,1,2.16614,1,60,3500,68.97,,"LINESTRING (-87.299288 41.294935, -87.263564 41.312042)"
889,,518,930,Highway,1,1,38.3558,1,60,3500,0,,"LINESTRING (-87.299311 41.294982, -87.909000 40.966348)"
890,,519,520,Highway,1,1,0.682,1,60,5000,0,,"LINESTRING (-87.579162 41.500236, -87.576780 41.490332)"
891,,519,521,Highway,1,1,2.50769,1,60,5000,2529.225019,,"LINESTRING (-87.579111 41.500245, -87.582683 41.537160)"
892,,519,668,Highway,1,1,0.35569,1,60,2000,2574.41,,"LINESTRING (-87.579117 41.500226, -87.575544 41.504728)"
893,,519,670,Highway,1,1,3.21048,1,60,2000,819.4971354,,"LINESTRING (-87.579123 41.500220, -87.530300 41.529932)"
894,,520,519,Highway,1,1,0.682,1,60,5000,0,,"LINESTRING (-87.576730 41.490344, -87.579112 41.500248)"
895,,521,511,Highway,1,1,2.86765,1,60,5000,4377.995019,,"LINESTRING (-87.582683 41.537158, -87.583874 41.579476)"
896,,521,519,Highway,1,1,2.50769,1,60,5000,1503.17,,"LINESTRING (-87.582735 41.537154, -87.579163 41.500239)"
897,,521,666,Highway,1,1,0.793,1,60,1500,1243.68,,"LINESTRING (-87.582686 41.537144, -87.576732 41.547949)"
898,,521,670,Highway,1,1,2.728,1,60,1500,432.52,,"LINESTRING (-87.582713 41.537131, -87.530318 41.529928)"
899,,522,511,Highway,1,1,4.27174,1,60,5000,820.36,,"LINESTRING (-87.581544 41.642501, -87.583926 41.579476)"
900,,522,523,Highway,1,1,5.70472,1,60,5000,2446.401329,,"LINESTRING (-87.581496 41.642514, -87.627937 41.719045)"
901,,523,522,Highway,1,1,5.70472,1,60,5000,820.36,,"LINESTRING (-87.627981 41.719017, -87.581540 41.642486)"
902,,523,530,Highway,1,1,2.074,1,60,5000,6818.689199,,"LINESTRING (-87.627933 41.719031, -87.627933 41.749644)"
903,,523,545,Highway,1,1,0.061,1,60,5000,4245.219268,,"LINESTRING (-87.627959 41.719057, -87.629150 41.719057)"
904,,524,525,Highway,1,1,2.94447,1,60,5000,2926.652613,,"LINESTRING (-87.664899 41.671320, -87.677998 41.629003)"
905,,524,545,Highway,1,1,3.715,1,60,5000,4873.14,,"LINESTRING (-87.664853 41.671296, -87.629129 41.719015)"
906,,524,578,Highway,1,1,2.74568,1,60,5500,2272.518467,,"LINESTRING (-87.664848 41.671313, -87.666039 41.711830)"
907,,524,647,Highway,1,1,0.80233,1,60,5500,3042.59,,"LINESTRING (-87.664877 41.671286, -87.649397 41.669485)"
908,,525,452,Highway,1,1,2.15668,1,60,5000,3147.322613,,"LINESTRING (-87.677989 41.629016, -87.707759 41.606507)"
909,,525,524,Highway,1,1,2.94447,1,60,5000,5133.663855,,"LINESTRING (-87.677948 41.628987, -87.664849 41.671304)"
910,,525,652,Highway,1,1,1.06706,1,60,5000,1780.08,,"LINESTRING (-87.677962 41.629019, -87.695824 41.637122)"
911,,525,657,Highway,1,1,2.23796,1,60,5000,2296.647846,,"LINESTRING (-87.677967 41.628970, -87.636289 41.638874)"
912,,526,527,Highway,1,1,5.36835,1,60,3500,3731.470007,,"LINESTRING (-87.518419 41.659584, -87.433872 41.612765)"
913,,526,528,Highway,1,1,8.59494,1,60,5000,6050.113429,,"LINESTRING (-87.518386 41.659624, -87.610077 41.765868)"
914,,526,541,Highway,1,1,0.43988,1,60,3500,2144.906571,,"LINESTRING (-87.518418 41.659630, -87.525563 41.656029)"
915,,526,546,Highway,1,1,2.93815,1,60,3500,0,,"LINESTRING (-87.518408 41.659581, -87.461249 41.655980)"
916,,527,526,Highway,1,1,5.36835,1,60,3500,3980.980348,,"LINESTRING (-87.433846 41.612811, -87.518393 41.659630)"
917,,527,542,Highway,1,1,0.61304,1,60,3500,25,,"LINESTRING (-87.433885 41.612785, -87.432694 41.603782)"
918,,527,543,Highway,1,1,3.66203,1,60,3500,3755.470007,,"LINESTRING (-87.433860 41.612762, -87.362412 41.610961)"
919,,527,546,Highway,1,1,3.24678,1,60,3500,1213.899652,,"LINESTRING (-87.433837 41.612802, -87.461225 41.656020)"
920,,528,526,Highway,1,1,8.59494,1,60,5000,4056.710007,,"LINESTRING (-87.610117 41.765834, -87.518426 41.659590)"
921,,528,529,Highway,1,1,1.30546,1,60,6500,3606.71,,"LINESTRING (-87.610084 41.765874, -87.630328 41.777578)"
922,,528,573,Highway,1,1,2.39148,1,60,4000,2856.493429,,"LINESTRING (-87.610084 41.765874, -87.646999 41.787482)"
923,,528,575,Highway,1,1,1.14609,1,60,4000,5713.480068,,"LINESTRING (-87.610088 41.765826, -87.589845 41.773028)"
924,,529,528,Highway,1,1,1.30546,1,60,6500,4938.020075,,"LINESTRING (-87.630354 41.777532, -87.610110 41.765828)"
925,,529,530,Highway,1,1,1.89493,1,60,6500,3612.59,,"LINESTRING (-87.630367 41.777553, -87.627985 41.749642)"
926,,529,531,Highway,1,1,1.12478,1,60,6500,10904.6192,,"LINESTRING (-87.630316 41.777562, -87.635079 41.793769)"
927,,530,523,Highway,1,1,2.074,1,60,5000,3879.06,,"LINESTRING (-87.627985 41.749644, -87.627985 41.719031)"
928,,530,529,Highway,1,1,1.89493,1,60,6500,7297.909199,,"LINESTRING (-87.627933 41.749646, -87.630315 41.777557)"
929,,530,575,Highway,1,1,2.51509,1,60,5000,4716.48,,"LINESTRING (-87.627945 41.749622, -87.589840 41.773031)"
930,,530,577,Highway,1,1,0.8184,1,60,5000,2959.61,,"LINESTRING (-87.627968 41.749668, -87.642258 41.744266)"
931,,531,529,Highway,1,1,1.12478,1,60,6500,8550.610075,,"LINESTRING (-87.635129 41.793755, -87.630366 41.777548)"
932,,531,532,Highway,1,1,1.403,1,60,6500,9545.536452,,"LINESTRING (-87.635078 41.793762, -87.635078 41.814470)"
933,,531,573,Highway,1,1,0.7446,1,60,3500,1183.03,,"LINESTRING (-87.635116 41.793785, -87.647024 41.787482)"
934,,531,574,Highway,1,1,2.24957,1,60,3500,2869.962746,,"LINESTRING (-87.635090 41.793740, -87.601748 41.815349)"
935,,532,531,Highway,1,1,1.403,1,60,6500,8558.840075,,"LINESTRING (-87.635130 41.814470, -87.635130 41.793762)"
936,,532,533,Highway,1,1,1.22152,1,60,6500,8740.82733,,"LINESTRING (-87.635078 41.814468, -87.633887 41.832476)"
937,,532,569,Highway,1,1,1.45508,1,60,5000,4943.724789,,"LINESTRING (-87.635084 41.814487, -87.650565 41.832495)"
938,,532,574,Highway,1,1,1.70909,1,60,5000,1700.133288,,"LINESTRING (-87.635103 41.814444, -87.601761 41.815345)"
939,,533,498,Highway,1,1,1.2276,1,60,6500,7454.397236,,"LINESTRING (-87.633891 41.832492, -87.644609 41.848698)"
940,,533,532,Highway,1,1,1.22152,1,60,6500,7402.072511,,"LINESTRING (-87.633939 41.832480, -87.635130 41.814472)"
941,,533,568,Highway,1,1,1.4892,1,60,5000,4066.377254,,"LINESTRING (-87.633901 41.832455, -87.610085 41.845060)"
942,,533,569,Highway,1,1,0.854,1,60,5000,1447.666146,,"LINESTRING (-87.633913 41.832504, -87.650585 41.832504)"
943,,534,515,Highway,1,1,1.49543,1,60,3500,2657.14,,"LINESTRING (-87.308850 41.594774, -87.302896 41.573165)"
944,,534,543,Highway,1,1,2.95646,1,60,3500,3583.39,,"LINESTRING (-87.308817 41.594806, -87.362403 41.611012)"
945,,534,933,Highway,1,1,6.10762,1,60,3500,5468,,"LINESTRING (-87.308824 41.594755, -87.189744 41.599257)"
946,,535,438,Highway,1,1,7.09097,1,60,6500,6041.927267,,"LINESTRING (-87.922064 41.890989, -87.870860 41.988229)"
947,,535,486,Highway,1,1,0.25151,1,60,6500,10095.92504,,"LINESTRING (-87.922112 41.890993, -87.920921 41.887392)"
948,,535,487,Highway,1,1,3.49621,1,60,6500,4441.46,,"LINESTRING (-87.922070 41.891021, -87.968511 41.928837)"
949,,536,438,Highway,1,1,1.85925,1,60,5000,7248.139088,,"LINESTRING (-87.898285 42.006226, -87.870897 41.988219)"
950,,536,537,Highway,1,1,2.94826,1,60,5000,4936.319559,,"LINESTRING (-87.898263 42.006273, -87.950658 42.024281)"
951,,536,615,Highway,1,1,1.74784,1,60,2000,1815.706567,,"LINESTRING (-87.898250 42.006232, -87.881579 42.028742)"
952,,537,399,Highway,1,1,3.93438,1,60,5000,4619.194691,,"LINESTRING (-87.950656 42.024280, -88.017341 42.053091)"
953,,537,536,Highway,1,1,2.94826,1,60,5000,6270.795051,,"LINESTRING (-87.950674 42.024231, -87.898279 42.006223)"
954,,537,608,Highway,1,1,2.693,1,60,5500,2072.881853,,"LINESTRING (-87.950641 42.024248, -87.938733 42.062964)"
955,,537,610,Highway,1,1,0.62208,1,60,5500,9081.2792,,"LINESTRING (-87.950662 42.024230, -87.938754 42.026030)"
956,,538,409,Highway,1,1,1.40829,1,60,5000,7208.715767,,"LINESTRING (-88.055433 41.794652, -88.047097 41.814460)"
957,,538,474,Highway,1,1,2.99149,1,60,5000,2347.72,,"LINESTRING (-88.055480 41.794651, -88.035236 41.753234)"
958,,538,699,Highway,1,1,0.71138,1,60,8000,5988.856986,,"LINESTRING (-88.055437 41.794646, -88.048292 41.803650)"
959,,538,704,Highway,1,1,3.37435,1,60,8000,3997.717114,,"LINESTRING (-88.055453 41.794636, -87.991149 41.805441)"
960,,539,409,Highway,1,1,2.55473,1,60,5000,3017.51,,"LINESTRING (-88.005455 41.835202, -88.047133 41.814493)"
961,,539,483,Highway,1,1,3.07733,1,60,5000,6584.971058,,"LINESTRING (-88.005438 41.835153, -87.947089 41.845957)"
962,,539,694,Highway,1,1,1.15095,1,60,5000,7348.498051,,"LINESTRING (-88.005423 41.835162, -87.993515 41.849568)"
963,,539,704,Highway,1,1,2.14196,1,60,5000,1831.07,,"LINESTRING (-88.005467 41.835168, -87.991177 41.805456)"
964,,540,438,Highway,1,1,1.50659,1,60,3500,1580.283172,,"LINESTRING (-87.898264 41.980113, -87.870876 41.988216)"
965,,540,583,Highway,1,1,0.7421,1,60,3000,7136.81,special,"LINESTRING (-87.898245 41.980132, -87.895863 41.990936)"
966,,540,622,Highway,1,1,2.046,1,60,3000,1514.404202,,"LINESTRING (-87.898267 41.980112, -87.858971 41.985514)"
967,,541,526,Highway,1,1,0.43988,1,60,3500,2674.9,,"LINESTRING (-87.525539 41.655983, -87.518394 41.659584)"
968,,541,582,Highway,1,1,2.91335,1,60,2500,1157.886571,,"LINESTRING (-87.525527 41.656017, -87.544579 41.696533)"
969,,541,902,Highway,1,1,3.77264,1,60,2500,987.02,,"LINESTRING (-87.525565 41.655984, -87.468406 41.620869)"
970,,542,527,Highway,1,1,0.61304,1,60,3500,774.2167667,,"LINESTRING (-87.432642 41.603788, -87.433833 41.612791)"
971,,542,902,Highway,1,1,2.16614,1,60,10500,5991.3,,"LINESTRING (-87.432657 41.603809, -87.468381 41.620915)"
972,,542,903,Highway,1,1,4.21298,1,60,10500,3373.53,,"LINESTRING (-87.432669 41.603759, -87.350504 41.601057)"
973,,543,527,Highway,1,1,3.66203,1,60,3500,4469.663233,,"LINESTRING (-87.362410 41.611013, -87.433858 41.612814)"
974,,543,534,Highway,1,1,2.95646,1,60,3500,3021.790007,,"LINESTRING (-87.362419 41.610962, -87.308833 41.594756)"
975,,543,903,Highway,1,1,0.90683,1,60,3500,739.68,,"LINESTRING (-87.362428 41.610967, -87.350520 41.601063)"
976,,544,515,Highway,1,1,0.305,1,60,3500,1205.07,,"LINESTRING (-87.302845 41.568670, -87.302845 41.573172)"
977,,544,903,Highway,1,1,3.28268,1,60,5000,1694.31,,"LINESTRING (-87.302856 41.568692, -87.350488 41.601105)"
978,,544,904,Highway,1,1,2.51953,1,60,5000,1990.05,,"LINESTRING (-87.302873 41.568644, -87.254050 41.564142)"
979,,545,523,Highway,1,1,0.061,1,60,5000,5558.807138,,"LINESTRING (-87.629150 41.719005, -87.627959 41.719005)"
980,,545,524,Highway,1,1,3.715,1,60,5000,2652.2,,"LINESTRING (-87.629171 41.719047, -87.664895 41.671328)"
981,,545,577,Highway,1,1,1.83508,1,60,4000,3386.890417,,"LINESTRING (-87.629127 41.719043, -87.642226 41.744254)"
982,,545,580,Highway,1,1,1.10476,1,60,4000,3743.035423,,"LINESTRING (-87.629148 41.719005, -87.607714 41.720806)"
983,,546,526,Highway,1,1,2.93815,1,60,3500,1213.899652,,"LINESTRING (-87.461245 41.656032, -87.518404 41.659633)"
984,,546,527,Highway,1,1,3.24678,1,60,3500,0,,"LINESTRING (-87.461269 41.655992, -87.433881 41.612774)"
985,,547,1,Highway,1,1,0.86267,1,60,49500,3529.15,,"LINESTRING (-87.663699 42.020675, -87.675607 42.011671)"
986,,547,548,Highway,1,1,1.33783,1,60,3000,2097.522759,,"LINESTRING (-87.663691 42.020679, -87.687507 42.012576)"
987,,547,549,Highway,1,1,2.38213,1,60,4500,4620.836103,,"LINESTRING (-87.663708 42.020646, -87.652991 41.986432)"
988,,547,621,Highway,1,1,1.58365,1,60,5500,3542.457241,,"LINESTRING (-87.663658 42.020663, -87.671994 42.043172)"
989,,548,2,Highway,1,1,0.86267,1,60,49500,4984.04,,"LINESTRING (-87.687515 42.012572, -87.699418 42.003569)"
990,,548,547,Highway,1,1,1.33783,1,60,3000,1714.758043,,"LINESTRING (-87.687491 42.012526, -87.663675 42.020629)"
991,,548,550,Highway,1,1,2.728,1,60,7000,3556.66,,"LINESTRING (-87.687524 42.012545, -87.677998 41.972929)"
